Style,StyleID,Size(L),OG,FG,ABV,IBU,Color,BoilSize,BoilTime,BoilGravity,Efficiency,MashThickness
American IPA,7,"11,36","1,075","1,017","7,59","70,71","8,1","12,3",60,"1,069",25,
American IPA,7,21,"1,061","1,013","6,27","60,16","5,92",25,60,"1,051",70,
American Pale Ale,10,"24,61","1,06","1,011","6,49","56,49","14,66","37,85",60,"1,039",70,"1,75"
American Amber Ale,4,34,"1,071","1,017","7,03","108,3","16,62",41,90,"1,059",70,3
American IPA,7,"18,93","1,05","1,01","5,36","57,7","3,02","11,36",60,"1,084",35,
American IPA,7,"41,64","1,065","1,018","6,12","60,95","19,56",53,90,"1,051",70,"1,5"
American IPA,7,"18,93","1,077","1,019","7,61","83,71","8,02","11,36",60,"1,129",25,
Saison,134,"3,79","1,055","1,012","5,65","26,51","9,94","4,54",60,,70,
American IPA,7,"37,85","1,045","1,01","4,59","42,44","7,87","45,42",60,"1,037",62,"1,5"
American IPA,7,"20,82","1,069","1,017","6,82","85,64","5,75","24,61",60,"1,058",68,
American IPA,7,21,"1,059","1,012","6,08","54,52","6,5",25,60,"1,049",75,
American IPA,7,"47,32","1,074","1,015","7,74","76,1","7,16","57,73",60,"1,061",73,"1,5"
American Pale Ale,10,"18,93","1,058","1,014","5,83","34,07","5,94","22,71",60,"1,049",45,
American IPA,7,"19,68","1,057","1,013","5,68","72,94","3,91","27,25",60,"1,041",75,
American IPA,7,"41,64","1,063","1,019","5,82","66,87","5,65","49,21",60,"1,053",95,"1,5"
Saison,134,"20,82","1,074","1,022","6,76","49,39","6,9","13,25",60,,70,
American IPA,7,"41,64","1,076","1,018","7,59","108,43","15,95","47,32",60,"1,067",80,"1,52"
American IPA,7,22,"1,063","1,015","6,33","131,09","7,2","28,4",60,"1,049",75,
American Pale Ale,10,"18,93","1,037","1,01","3,52","46,66","3,02","25,21",60,"1,028",65,
American IPA,7,"20,82","1,074","1,017","7,43","147,61","7,39","13,25",60,"1,116",70,
American IPA,7,"22,71","1,069","1,017","6,84",182,"5,34","30,28",90,"1,052",80,"1,75"
American IPA,7,"20,82","1,061","1,015","6,14","53,55","9,16","26,5",60,"1,048",66,"1,3"
American Amber Ale,4,21,"1,059","1,015","5,77",0,"22,92",11,60,,75,
American Amber Ale,4,"18,93","1,049","1,012","4,84","15,25","11,41","24,61",60,,70,
American Pale Ale,10,"20,82","1,056","1,017","5,14","29,88","3,95","22,71",60,"1,051",66,"1,4"
Saison,134,"18,93","1,066","1,012","7,11","39,85","3,61","28,39",60,"1,044",70,
American IPA,7,"3,79","1,076","1,021","7,17","53,39","7,03","4,54",20,,70,
American Pale Ale,10,21,"1,053","1,012","5,39","50,25","4,8",25,70,"1,045",80,
American IPA,7,"22,71","1,064","1,01",7,"60,95","7,22","30,28",70,"1,048",75,
American Amber Ale,4,"20,82","1,059","1,015","5,85","42,57","13,18","13,25",60,"1,093",70,
American Pale Ale,10,"21,77","1,057","1,013","5,69","41,64","8,19","26,5",75,"1,047",70,"1,5"
American IPA,7,25,"1,028","1,005","2,95","64,04","10,27","28,5",90,"1,024",85,
American IPA,7,"20,82","1,057","1,017","5,31",40,"9,14","28,39",60,"1,042",70,"1,5"
American Amber Ale,4,"3,79","1,046","1,013","4,31","29,97","10,49","5,68",60,,35,
American IPA,7,"3,79","1,074","1,018","7,24","88,02","8,2","4,73",60,"1,059",35,"1,5"
American IPA,7,"18,93","1,067","1,007","7,83","103,18","4,88","26,5",60,,48,
American IPA,7,"22,33","1,062","1,01","6,88","40,68","5,06","30,28",90,"1,046",73,"1,5"
American Pale Ale,10,"20,82","1,057","1,016","5,37","47,23","8,08","11,36",60,"1,104",78,
American IPA,7,"21,77","1,066","1,011","7,17","76,09","7,05","32,18",60,"1,04",63,"1,3"
Saison,134,25,"1,054","1,01","5,75","49,42","6,61","28,5",60,"1,047",70,3
American IPA,7,28,"1,052","1,01","5,45","58,51","8,96",50,60,"1,029",64,3
Saison,134,"18,93","1,075","1,019","7,32",0,"4,38","22,71",60,,72,
American IPA,7,"20,82","1,059","1,011","6,34","68,54","5,93","28,39",60,"1,043",75,"1,25"
American Amber Ale,4,"18,93","1,069","1,016","6,94","63,36","3,97","26,5",60,"1,049",70,"1,25"
American IPA,7,"20,82","1,095","1,025","9,24","123,43","8,54","11,36",60,"1,174",35,
American Pale Ale,10,"18,93","1,053","1,015","5,01","49,95","7,85","26,5",60,,65,
Saison,134,20,"1,049","1,005","5,83","21,77","4,63",25,90,"1,039",60,
American IPA,7,"18,93","1,064","1,016","6,28","65,65","6,74","26,5",60,"1,046",70,"1,3"
Saison,134,"54,89","1,08","1,023","7,42","45,01","5,15","64,35",60,"1,068",70,
American Pale Ale,10,"18,93","1,072","1,018","7,17","43,44","10,68","24,61",90,"1,056",65,"1,5"
American Pale Ale,10,5,"1,043","1,008","4,62","39,26","8,11",9,70,"1,024",68,
American Pale Ale,10,"20,82","1,071","1,016","7,21","181,85","12,2","28,77",60,"1,051",70,"1,25"
American IPA,7,"20,82","1,064","1,016","6,31","57,58","7,67","28,39",60,,80,
American Pale Ale,10,23,"1,055","1,014","5,44","56,64","6,89",30,60,"1,042",70,"1,5"
American Amber Ale,4,"14,75","1,054","1,013","5,36","35,15","12,68",19,60,"1,042",72,"4,1"
American IPA,7,"18,93","16,069","3,44062","6,86","88,23","12,01","22,71",60,"13,5",70,"1,33"
American Pale Ale,10,"20,82","1,073","1,018","7,14","66,4","7,69","25,55",60,,70,
American IPA,7,"18,93","1,059","1,012","6,17","122,06","5,31","22,71",60,"1,049",35,
American IPA,7,"9,46","1,067","1,016","6,72","79,91","6,34","12,3",60,,80,
Saison,134,"20,82","1,058","1,015","5,61","42,36","6,74","11,36",60,,70,
American Pale Ale,10,23,"1,044","1,006","4,97","72,61","4,65",32,75,"1,032",71,"3,9"
American IPA,7,"20,82","1,091","1,03","8,04","162,29",40,"20,82",60,"1,091",35,
American Amber Ale,4,23,"1,049","1,014","4,63","12,96","7,89",27,60,,70,
American IPA,7,"18,93","1,07","1,022","6,34",83,"6,21","22,71",60,,75,
American IPA,7,"20,82","1,065","1,011","6,98","66,1","8,76","28,39",60,"1,047",78,
American IPA,7,"41,64","1,068","1,014","7,17","81,24","9,16","47,32",90,,66,
American Pale Ale,10,"16,09","1,048","1,012","4,74","30,64","6,19","18,93",60,,82,
American IPA,7,"20,82","1,061","1,015","6,02","82,27","32,21","11,36",60,"1,075",35,
American IPA,7,23,"1,058","1,016","5,45","36,04","6,4",32,60,"1,041",70,
American Amber Ale,4,"20,82","1,051","1,013",5,"38,15","10,71","28,39",60,"1,037",70,
American Pale Ale,10,20,"1,046","1,008","5,05","15,61","4,63",25,60,"1,037",70,
American Pale Ale,10,"41,64","1,044","1,008","4,73","50,74","4,51","45,42",60,"1,041",65,"1,5"
American IPA,7,"20,82","1,066","1,018","6,19","66,73","10,22","28,39",60,"1,048",70,"1,33"
American IPA,7,25,"1,053","1,013","5,21","78,09","7,21",29,90,,73,
American Pale Ale,10,23,"1,052","1,01","5,5","30,57","6,78","28,5",60,"1,042",72,
American IPA,7,"22,71","1,078","1,022","7,36","78,1","5,82","30,28",90,"1,058",75,"1,5"
American IPA,7,"20,82","1,066","1,016","6,65","65,71","5,99","27,14",60,"1,051",70,
American Pale Ale,10,"18,93","1,057","1,016","5,4","59,37","9,64","22,71",60,,70,
American IPA,7,21,"1,07","1,016","6,99","72,35","13,53","26,5",90,,70,
American IPA,7,24,"1,071","1,018","6,89","68,49","9,14",30,60,"1,057",35,
American IPA,7,"20,82","1,063","1,015","6,32","102,91","4,6","28,39",60,"1,046",70,"1,25"
Saison,134,"20,82","1,109","1,022","11,48","46,17","7,89","26,5",60,,75,
American Amber Ale,4,"20,82","1,055","1,014","5,32","30,18","7,87","11,36",60,,70,
American IPA,7,"20,8","1,061","1,014","6,11","60,25","9,69","28,4",60,,70,
American IPA,7,"11,36","1,069","1,017","6,78","58,05","9,16","11,36",60,"1,069",70,
American Pale Ale,10,"18,93","1,053","1,015",5,"43,61","5,13","11,36",60,"1,088",25,
American IPA,7,42,"1,074","1,021","6,95","68,31","7,08",55,70,"1,056",75,"2,5"
American IPA,7,"18,93","1,074","1,012","8,04","84,63","13,77","24,61",60,"1,057",75,
American Pale Ale,10,"18,93","1,047","1,013","4,46","36,83","6,63","11,36",60,,70,
American Pale Ale,10,"41,64","1,053","1,01","5,63","33,14","7,55","49,21",60,"1,045",70,"1,5"
American Pale Ale,10,"11,36","1,053","1,013","5,26","48,28","5,52","13,25",40,"1,046",80,
American IPA,7,"10,4","1,053","1,015",5,"72,27","9,56",8,60,"1,069",35,
American IPA,7,"22,71","1,068","1,017","6,66","87,86","5,78","32,18",60,"1,048",70,"1,25"
American Amber Ale,4,"20,82","1,066","1,015","6,74","98,83","19,03","30,28",90,"1,046",55,2
American Pale Ale,10,"3,79","1,056","1,016","5,28","25,4","5,5","8,52",60,"1,025",75,"1,5"
Saison,134,"20,82","1,048","1,004","5,86","32,43","3,58","28,39",90,"1,035",70,
American Amber Ale,4,"43,53","1,055","1,013","5,61","24,47","11,86","51,1",60,"1,047",80,"1,25"
Saison,134,"45,42","1,06","1,006","7,07","23,48",3,53,90,"1,051",90,
American IPA,7,"20,82","1,074","1,016","7,59","101,68","10,32","13,25",90,"1,117",70,
American IPA,7,"18,93","1,053","1,014","5,14","74,32","6,19","20,82",60,"1,048",35,
American Light Lager,9,"20,82","1,048","1,012","4,74","13,95","2,92","28,39",60,"1,035",80,"1,38"
American Pale Ale,10,"19,87","1,047","1,008","5,12","50,9","7,7","26,5",60,"1,036",78,
American Pale Ale,10,50,"1,059","1,016","5,56","27,6","7,94",55,60,"1,054",80,3
Saison,134,"20,82","1,064","1,013","6,71","32,34","7,12","32,18",90,,70,
American IPA,7,"41,64","1,071","1,019","6,92","70,47","9,41","49,21",90,,70,
American Pale Ale,10,"83,28","1,052","1,01","5,46","42,54","8,54","94,64",60,,70,
American IPA,7,"20,82","1,06","1,016","5,87","52,33","10,74","26,5",60,,70,
American IPA,7,"47,32","1,079","1,012","8,8","94,68","4,6","54,89",90,"1,068",84,
American IPA,7,"20,82","1,059","1,013","6,04","99,92","7,25","25,55",60,"1,048",60,"1,2"
American IPA,7,"20,82","1,068","1,019","6,42","46,58","8,42","26,5",60,"1,053",70,"1,25"
American IPA,7,"21,58","1,064","1,012","6,88","81,6","9,06","28,39",60,,75,
American Amber Ale,4,"18,93","1,064","1,012","6,8","82,95","13,5","9,46",60,"1,128",70,
American Pale Ale,10,"18,93","1,051","1,014","4,82","37,35","10,62","24,61",60,,70,
Saison,134,"18,93","1,054","1,013","5,27",0,"4,12","22,71",60,,75,
American IPA,7,"19,87","1,072","1,022","6,58",69,"6,12","29,34",90,"1,049",70,"1,5"
American IPA,7,52,"1,044","1,008","4,66","65,97","11,37",54,60,"1,042",75,
Saison,134,"20,82","1,055","1,008","6,13","23,23","6,98","9,46",60,,75,
American Pale Ale,10,23,"1,054","1,011","5,67","39,8","7,45",26,75,"1,048",72,
American Pale Ale,10,23,"1,05","1,01","5,33","40,29","7,1","28,5",60,"1,04",69,3
American Pale Ale,10,"20,82","1,064","1,018","6,02","42,68",12,"25,55",60,"1,052",60,
American IPA,7,"18,93","1,067","1,019","6,34","66,13","11,96","11,36",60,,70,
American Amber Ale,4,"18,93","1,051","1,014","4,84","23,65","12,1","24,61",60,,70,
American Pale Ale,10,18,"1,047","1,013","4,45","1,28","7,11",4,30,,75,
American IPA,7,30,"1,061","1,01","6,67","66,4","10,46",38,90,"1,048",58,
American IPA,7,"18,93","1,065","1,012","6,86","66,85","8,2","28,39",60,"1,043",70,
American Pale Ale,10,11,"1,054","1,01","5,76","45,87","6,05","14,7",60,"1,04",71,"2,5"
American Pale Ale,10,"18,93","1,06","1,017","5,67","52,99","9,5","11,36",60,,70,
Saison,134,"20,82","1,05","1,01","5,25","31,93","5,5","26,5",60,,75,
American Amber Ale,4,38,"1,055","1,014","5,42","27,22","15,23",45,60,"1,047",70,"1,25"
American IPA,7,"18,93","1,062","1,015","6,08","64,83","8,19","22,71",60,"1,051",70,"1,2"
American IPA,7,"20,82","1,065","1,02","5,92","71,52","6,34","26,5",60,,70,
American Amber Ale,4,"19,87","1,066","1,019","6,26","69,25","17,46","26,5",60,"1,05",70,
American Pale Ale,10,"20,82","1,052","1,012","5,27","25,49","9,48","26,5",60,"1,041",35,
American IPA,7,"18,93","1,069","1,019","6,53","81,33",40,"24,61",70,,70,
American Pale Ale,10,"20,82","1,061","1,02","5,46","24,15","8,37","26,5",60,"1,048",65,"1,5"
American IPA,7,"18,93","1,083","1,016","8,79","259,97","5,38","24,61",60,"1,064",75,"1,5"
American IPA,7,"18,93","1,065","1,018","6,18","63,95","11,33","11,36",60,,35,
American IPA,7,50,"1,064","1,012","6,79","63,94","9,13",58,60,"1,055",70,
American IPA,7,"19,87","1,067","1,019","6,37","59,69","13,36","27,44",75,"1,049",70,
American IPA,7,"20,82","1,062","1,014","6,18","57,72","6,68","28,39",60,"1,045",80,"1,75"
American Amber Ale,4,"20,82","1,054","1,013","5,27","22,68","10,04","20,82",60,"1,054",35,
American Pale Ale,10,30,"1,051","1,009","5,54","30,7","8,8",37,90,"1,041",70,"2,9"
Saison,134,20,"1,054","1,004","6,61","32,85","4,94",25,90,"1,044",71,3
American IPA,7,"20,82","1,07","1,017","7,01","83,67","9,77","28,39",60,,70,
American Pale Ale,10,"20,82","1,05","1,013","4,97","64,09","4,27","26,5",65,"1,039",70,"1,25"
American IPA,7,25,"1,028","1,005","2,94","57,21","15,8","28,5",90,"1,024",85,3
American Amber Ale,4,"18,93","1,059","1,015","5,9","37,45","13,41","23,66",60,"1,047",70,
Saison,134,"15,14","1,06","1,012","6,28","31,43","8,65","18,93",90,"1,043",72,
American IPA,7,"20,82","1,06","1,017","5,65","68,41","7,22","28,39",60,,70,
American IPA,7,"18,93","1,062","1,016","6,12",0,"7,44","18,93",60,,75,
American IPA,7,25,"1,063","1,013","6,62","73,23","7,58",27,15,"1,058",35,
American IPA,7,"20,82","1,064","1,015","6,39","74,45","6,59","13,25",60,"1,101",70,
American Amber Ale,4,"20,82","1,053","1,012","5,45","37,98","4,12","26,5",90,"1,042",70,
American IPA,7,"41,64","1,098","1,02","10,32","105,05","7,73","49,21",60,"1,083",65,
American IPA,7,"24,61","1,065","1,013","6,83","39,57",40,"30,28",90,"1,053",80,
American IPA,7,"18,93","1,061","1,015","5,96","117,5","5,36","22,71",60,"1,05",75,
American IPA,7,"39,75","1,057","1,016","5,34","250,52","8,03","43,53",60,,70,
American Pale Ale,10,40,"1,056","1,009","6,18","39,6","7,71",48,60,"1,047",70,"2,75"
American IPA,7,"60,57","1,075","1,015","7,92","121,54","4,39","71,92",60,"1,063",82,"1,3"
American IPA,7,"19,87","1,069","1,022","6,21","49,27","5,97","30,47",90,"1,045",70,"1,2"
American Pale Ale,10,"20,82","1,057","1,016","5,48","32,91","12,15","30,28",90,"1,04",72,"1,5"
American Pale Ale,10,"20,82","1,05","1,012","5,11","41,99","3,37","26,5",60,"1,04",75,
American IPA,7,"21,77","1,069","1,013","7,33","102,87","6,08","29,34",60,"1,051",70,"1,45"
American IPA,7,"41,64","1,077","1,021","7,24","74,54","15,46","49,21",90,"1,065",65,"1,3"
American Pale Ale,10,"18,93","1,049","1,011","4,93","30,32","6,46","11,36",60,"1,039",70,
American IPA,7,"20,82","1,071","1,017","7,07","108,45","8,38","28,39",90,"1,052",70,"1,25"
American IPA,7,"41,64","1,07","1,015","7,23","98,06","9,15","49,21",90,"1,059",65,"1,5"
American Pale Ale,10,21,"1,045","1,009","4,71","35,54","7,88","28,5",60,"1,033",75,"2,2"
American IPA,7,"20,82","1,065","1,011","6,98","62,87","3,52","28,39",90,"1,047",78,"1,5"
American IPA,7,"20,82","1,067","1,016","6,68","68,01","14,76","11,36",60,,35,
American IPA,7,"18,93","1,061","1,017","5,77","84,16",9,"9,46",60,"1,113",35,
American Pale Ale,10,"24,61","1,039","1,008","4,09","15,33","5,56","30,28",90,"1,032",80,
American Pale Ale,10,"13,25","1,035","1,007","3,61","28,63","3,97","17,03",60,"1,027",65,
American IPA,7,"20,82","1,051","1,014","4,82","92,73","11,06","13,25",60,"1,08",70,
Saison,134,40,"1,031","1,006","3,22","30,18","2,12",48,90,"1,026",95,3
Saison,134,"11,4","1,054","1,009","5,88","51,5","4,54","14,4",60,"1,043",64,"2,5"
American IPA,7,23,"1,073","1,012","7,98","63,89","31,06",26,60,"1,065",75,
American Pale Ale,10,"18,93","1,051","1,016","4,66","87,41","4,98","5,68",60,"1,172",35,
American IPA,7,25,"1,039","1,01","3,85","33,22","5,1",30,60,"1,033",70,
American IPA,7,"23,66","1,069","1,015","7,08","44,4","4,7","27,63",45,"1,059",87,
American IPA,7,"20,82","1,068","1,017","6,71","66,36","14,85","28,39",60,"1,05",75,"1,5"
American IPA,7,"19,5","1,06","1,011","6,33","73,3","5,86","21,5",60,"1,054",80,3
American Amber Ale,4,"18,93","1,067","1,016","6,7","28,13","14,08","11,36",60,"1,111",35,
American IPA,7,"18,93","1,07","1,02","7,04","93,9","12,8","18,93",60,,72,
American Pale Ale,10,"9,46","1,056","1,013","5,65","49,37","9,93","15,14",75,,70,
Saison,134,"18,93","1,058","1,012","6,13","26,63","5,03","22,71",60,"1,049",74,"1,5"
American IPA,7,"20,82","1,066","1,016","6,47","106,22","14,87","13,25",60,,70,
American IPA,7,"18,93","1,067","1,017","6,54",0,"9,46","21,08",60,,75,
American IPA,7,"18,93","1,059","1,015","5,78","58,13","11,38","13,25",60,"1,084",35,
American Pale Ale,10,17,"1,049","1,011","4,96","36,03","9,08",20,60,"1,042",70,3
American Pale Ale,10,11,"1,071","1,014","7,47","71,92","11,29","18,5",60,"1,042",70,
American IPA,7,"20,82","1,083","1,012","9,21",197,"6,9","28,39",60,"1,061",80,
Saison,134,"20,82","1,084","1,017","8,78","27,42","6,33","24,61",60,,65,
American Pale Ale,10,19,"1,058","1,013","5,93","60,03","6,34",26,60,"1,043",70,
American Pale Ale,10,25,"1,05","1,01","5,28","37,69","4,67",29,90,"1,043",77,
American IPA,7,"22,71","1,065","1,015","6,52","74,68","7,59","24,61",60,"1,06",35,
American Pale Ale,10,11,"1,055","1,014","5,42","58,13","8,02",14,60,"1,043",70,
American Pale Ale,10,18,"1,048","1,008","5,21","30,54","8,28",11,60,"1,078",70,
Saison,134,"7,5","1,05","1,008","5,62","32,06","11,52",10,60,"1,038",75,3
American IPA,7,"22,71","1,056","1,003","7,04","38,14","14,49","30,28",60,"1,036",54,"1,5"
American Pale Ale,10,"18,93","1,049","1,014","4,6","19,85","5,47","11,36",60,,35,
American Amber Ale,4,22,"1,052","1,011","5,32","39,46","14,36",13,60,"1,088",35,
American IPA,7,"30,28","1,066","1,019","6,28","66,7","8,14","37,85",60,"1,053",59,"1,5"
American IPA,7,"20,82","1,066","1,016","6,59","69,38","4,24","24,61",60,"1,056",70,
American Amber Ale,4,"20,82","1,057","1,015","5,41","35,19","13,33","18,93",60,"1,062",65,"1,5"
American IPA,7,"3,79","1,075","1,013","8,21","43,46","13,55","5,68",90,"1,05",55,"1,5"
American Pale Ale,10,"22,71","1,06","1,011","6,43","41,89","10,61","33,12",60,"1,041",65,"1,5"
American IPA,7,"18,93","1,066","1,017","6,51",0,"11,85","18,93",60,,75,
American IPA,7,"19,87","1,069","1,017","6,77","117,87",40,"11,36",60,"1,12",25,
American IPA,7,"22,71","1,069","1,012","7,45","73,02","4,93","28,39",90,"1,055",78,"1,5"
Saison,134,"3,79","1,079","1,02","7,76","29,67","5,42","5,68",60,"1,053",70,"1,5"
American IPA,7,23,"1,059","1,014","5,87","67,12","4,55",28,60,"1,048",65,"3,2"
Saison,134,"18,93","1,048","1,011","4,89","25,39","7,69","24,61",60,,70,
American Pale Ale,10,9,"1,055","1,015","5,16","20,65","4,86",12,60,"1,041",70,3
American Amber Ale,4,"18,93","1,071","1,02","6,71","74,59","16,27","22,71",60,,70,
American IPA,7,"41,64","1,06","1,011","6,42",0,"13,7","49,21",90,,75,
American Pale Ale,10,"18,93","1,042","1,012","3,97","43,96","4,38","9,46",60,"1,084",35,
American Pale Ale,10,"20,82","1,053","1,013","5,24","43,89","5,73","13,25",60,"1,084",70,
American IPA,7,"20,82","1,068","1,018","6,58","86,3","6,4","26,5",60,"1,053",70,"1,5"
American IPA,7,"22,71","1,064","1,016","6,36","91,36","6,47","26,5",60,"1,055",70,"1,5"
Saison,134,"34,07","1,057","1,01","6,23","32,76","3,74","41,64",60,"1,047",70,
American IPA,7,5,"1,06","1,016","5,67","96,51","16,66",8,60,"1,037",70,
American IPA,7,"24,61","1,063","1,016","6,2","94,19","11,17","29,34",90,,70,
Saison,134,"20,82","1,06","1,015","5,91","33,94","7,21","26,5",60,"1,047",80,
American Pale Ale,10,"20,82","1,043","1,012","4,06","38,52","3,9","13,25",60,"1,068",30,
American Pale Ale,10,"22,71","1,054","1,014","5,23","60,25",8,"15,9",60,,70,
American Pale Ale,10,60,"1,05","1,014","4,68","35,96","12,83",70,90,"1,042",70,3
American Pale Ale,10,15,"1,04","1,01","4,03","19,52","5,84",15,60,"1,04",70,
American IPA,7,26,"1,062","1,014","6,35","20,85","23,7",30,90,"1,054",76,"2,7"
American IPA,7,"23,5","1,064","1,018","6,03","63,54","6,76",16,60,"1,094",75,
American IPA,7,"45,42","1,065","1,015","6,53","58,67","6,21",53,60,"1,056",70,
American IPA,7,"11,36","1,067","1,016","6,59","95,89","5,85","28,39",60,,70,
American IPA,7,14,"1,07","1,02","6,58","45,01","16,8","28,5",60,,57,
American Pale Ale,10,"18,93","1,052","1,012","5,22","41,48","6,64","13,25",60,"1,05",50,
American IPA,7,21,"1,063","1,013","6,61",55,"6,71","28,5",60,"1,047",70,3
American Amber Ale,4,"22,71","1,046","1,015","4,12","24,05","4,25","34,07",90,"1,031",75,14
American Pale Ale,10,"20,82","1,055","1,014","5,44","38,43","8,58","22,71",60,,70,
American Pale Ale,10,"124,92","1,054","1,013","5,28","18,68","6,5","140,06",60,,68,
American Pale Ale,10,"41,64","1,054","1,011","5,57","69,49","5,39","60,57",90,,70,
American Pale Ale,10,"20,82","1,06","1,015","5,93","55,12","6,23","13,25",60,"1,095",70,
American IPA,7,18,"15,7212","4,57525","6,07","49,01","5,24",18,60,,35,
American IPA,7,"22,71","1,071","1,01","8,08","77,46","4,19","26,5",60,"1,061",77,
American IPA,7,21,"1,064","1,018","6,03","10,16","9,23",21,60,"1,064",35,
American IPA,7,"20,82","1,078","1,02","7,73","83,43","4,5","28,39",60,"1,058",70,"1,5"
American IPA,7,"20,82","1,104","1,02","11,03","91,16","12,84","18,93",60,"1,114",35,
American IPA,7,"20,82","1,065","1,012","7,06","86,68","4,71","13,25",60,"1,068",55,
American IPA,7,"20,82","1,062","1,015","6,09","88,9","6,13","24,61",90,"1,052",75,
